# Generated from the documented GPL ChonkCraft terrain declarations.
M	FOREST	Forest	tilesets/summer/terrain/summer.png	32	32
N	FOREST	unused	1
N	FOREST	light-water	2
N	FOREST	dark-water	3
N	FOREST	light-coast	4
N	FOREST	dark-coast	5
N	FOREST	light-grass	6
N	FOREST	dark-grass	7
N	FOREST	forest	8
N	FOREST	rocks	9
N	FOREST	human-closed-wall	10
N	FOREST	orc-closed-wall	11
N	FOREST	human-open-wall	12
N	FOREST	orc-open-wall	13
N	FOREST	human-wall	14
N	FOREST	orc-wall	15
T	FOREST	0	0	0	0	0
T	FOREST	1	0	0	0	0
T	FOREST	2	0	0	0	0
T	FOREST	3	0	0	0	0
T	FOREST	4	0	0	0	0
T	FOREST	5	0	0	0	0
T	FOREST	6	0	0	0	0
T	FOREST	7	0	0	0	0
T	FOREST	8	0	0	0	0
T	FOREST	9	0	0	0	0
T	FOREST	10	0	0	0	0
T	FOREST	11	0	0	0	0
T	FOREST	12	0	0	0	0
T	FOREST	13	0	0	0	0
T	FOREST	14	0	0	0	0
T	FOREST	15	0	0	0	0
T	FOREST	16	328	67	2	0
T	FOREST	17	329	67	2	0
T	FOREST	18	329	67	2	0
T	FOREST	19	330	67	2	0
T	FOREST	20	0	0	0	0
T	FOREST	21	0	0	0	0
T	FOREST	22	0	0	0	0
T	FOREST	23	0	0	0	0
T	FOREST	24	0	0	0	0
T	FOREST	25	0	0	0	0
T	FOREST	26	0	0	0	0
T	FOREST	27	0	0	0	0
T	FOREST	28	0	0	0	0
T	FOREST	29	0	0	0	0
T	FOREST	30	0	0	0	0
T	FOREST	31	0	0	0	0
T	FOREST	32	331	67	3	0
T	FOREST	33	332	67	3	0
T	FOREST	34	332	67	3	0
T	FOREST	35	333	67	3	0
T	FOREST	36	0	0	0	0
T	FOREST	37	0	0	0	0
T	FOREST	38	0	0	0	0
T	FOREST	39	0	0	0	0
T	FOREST	40	0	0	0	0
T	FOREST	41	0	0	0	0
T	FOREST	42	0	0	0	0
T	FOREST	43	0	0	0	0
T	FOREST	44	0	0	0	0
T	FOREST	45	0	0	0	0
T	FOREST	46	0	0	0	0
T	FOREST	47	0	0	0	0
T	FOREST	48	334	147	4	0
T	FOREST	49	335	147	4	0
T	FOREST	50	336	147	4	0
T	FOREST	51	0	147	4	0
T	FOREST	52	337	147	4	0
T	FOREST	53	338	147	4	0
T	FOREST	54	339	147	4	0
T	FOREST	55	340	147	4	0
T	FOREST	56	341	147	4	0
T	FOREST	57	342	147	4	0
T	FOREST	58	343	147	4	0
T	FOREST	59	344	147	4	0
T	FOREST	60	0	0	0	0
T	FOREST	61	0	0	0	0
T	FOREST	62	0	0	0	0
T	FOREST	63	0	0	0	0
T	FOREST	64	345	147	5	0
T	FOREST	65	346	147	5	0
T	FOREST	66	347	147	5	0
T	FOREST	67	0	147	5	0
T	FOREST	68	348	147	5	0
T	FOREST	69	349	147	5	0
T	FOREST	70	350	147	5	0
T	FOREST	71	351	147	5	0
T	FOREST	72	352	147	5	0
T	FOREST	73	353	147	5	0
T	FOREST	74	354	147	5	0
T	FOREST	75	355	147	5	0
T	FOREST	76	0	0	0	0
T	FOREST	77	0	0	0	0
T	FOREST	78	0	0	0	0
T	FOREST	79	0	0	0	0
T	FOREST	80	356	19	6	0
T	FOREST	81	357	19	6	0
T	FOREST	82	356	19	6	0
T	FOREST	83	0	19	6	0
T	FOREST	84	358	19	6	0
T	FOREST	85	359	19	6	0
T	FOREST	86	360	19	6	0
T	FOREST	87	361	19	6	0
T	FOREST	88	362	19	6	0
T	FOREST	89	363	19	6	0
T	FOREST	90	358	19	6	0
T	FOREST	91	359	19	6	0
T	FOREST	92	358	19	6	0
T	FOREST	93	359	19	6	0
T	FOREST	94	358	19	6	0
T	FOREST	95	359	19	6	0
T	FOREST	96	364	19	7	0
T	FOREST	97	365	19	7	0
T	FOREST	98	364	19	7	0
T	FOREST	99	0	19	7	0
T	FOREST	100	366	19	7	0
T	FOREST	101	367	19	7	0
T	FOREST	102	368	19	7	0
T	FOREST	103	369	19	7	0
T	FOREST	104	370	19	7	0
T	FOREST	105	371	19	7	0
T	FOREST	106	366	19	7	0
T	FOREST	107	367	19	7	0
T	FOREST	108	366	19	7	0
T	FOREST	109	367	19	7	0
T	FOREST	110	366	19	7	0
T	FOREST	111	367	19	7	0
T	FOREST	112	125	2323	8	0
T	FOREST	113	127	2323	8	0
T	FOREST	114	128	2323	8	0
T	FOREST	115	0	0	0	0
T	FOREST	116	0	0	0	0
T	FOREST	117	0	0	0	0
T	FOREST	118	0	0	0	0
T	FOREST	119	0	0	0	0
T	FOREST	120	0	0	0	0
T	FOREST	121	0	0	0	0
T	FOREST	122	0	0	0	0
T	FOREST	123	0	0	0	0
T	FOREST	124	0	0	0	0
T	FOREST	125	0	0	0	0
T	FOREST	126	0	0	0	0
T	FOREST	127	0	0	0	0
T	FOREST	128	165	1299	9	0
T	FOREST	129	177	1299	9	0
T	FOREST	130	178	1299	9	0
T	FOREST	131	179	1299	9	0
T	FOREST	132	0	0	0	0
T	FOREST	133	0	0	0	0
T	FOREST	134	0	0	0	0
T	FOREST	135	0	0	0	0
T	FOREST	136	0	0	0	0
T	FOREST	137	0	0	0	0
T	FOREST	138	0	0	0	0
T	FOREST	139	0	0	0	0
T	FOREST	140	0	0	0	0
T	FOREST	141	0	0	0	0
T	FOREST	142	0	0	0	0
T	FOREST	143	0	0	0	0
T	FOREST	144	16	795	10	0
T	FOREST	145	0	795	10	0
T	FOREST	146	52	795	10	0
T	FOREST	147	0	795	10	0
T	FOREST	148	88	795	10	0
T	FOREST	149	0	0	0	0
T	FOREST	150	0	0	0	0
T	FOREST	151	0	0	0	0
T	FOREST	152	0	0	0	0
T	FOREST	153	0	0	0	0
T	FOREST	154	0	0	0	0
T	FOREST	155	0	0	0	0
T	FOREST	156	0	0	0	0
T	FOREST	157	0	0	0	0
T	FOREST	158	0	0	0	0
T	FOREST	159	0	0	0	0
T	FOREST	160	34	787	11	0
T	FOREST	161	0	787	11	0
T	FOREST	162	70	787	11	0
T	FOREST	163	0	787	11	0
T	FOREST	164	88	787	11	0
T	FOREST	165	0	0	0	0
T	FOREST	166	0	0	0	0
T	FOREST	167	0	0	0	0
T	FOREST	168	0	0	0	0
T	FOREST	169	0	0	0	0
T	FOREST	170	0	0	0	0
T	FOREST	171	0	0	0	0
T	FOREST	172	0	0	0	0
T	FOREST	173	0	0	0	0
T	FOREST	174	0	0	0	0
T	FOREST	175	0	0	0	0
T	FOREST	176	33	795	12	0
T	FOREST	177	0	795	12	0
T	FOREST	178	69	795	12	0
T	FOREST	179	0	795	12	0
T	FOREST	180	101	795	12	0
T	FOREST	181	0	0	0	0
T	FOREST	182	0	0	0	0
T	FOREST	183	0	0	0	0
T	FOREST	184	0	0	0	0
T	FOREST	185	0	0	0	0
T	FOREST	186	0	0	0	0
T	FOREST	187	0	0	0	0
T	FOREST	188	0	0	0	0
T	FOREST	189	0	0	0	0
T	FOREST	190	0	0	0	0
T	FOREST	191	0	0	0	0
T	FOREST	192	51	787	13	0
T	FOREST	193	0	787	13	0
T	FOREST	194	87	787	13	0
T	FOREST	195	0	787	13	0
T	FOREST	196	101	787	13	0
T	FOREST	197	0	0	0	0
T	FOREST	198	0	0	0	0
T	FOREST	199	0	0	0	0
T	FOREST	200	0	0	0	0
T	FOREST	201	0	0	0	0
T	FOREST	202	0	0	0	0
T	FOREST	203	0	0	0	0
T	FOREST	204	0	0	0	0
T	FOREST	205	0	0	0	0
T	FOREST	206	0	0	0	0
T	FOREST	207	0	0	0	0
T	FOREST	208	0	0	0	0
T	FOREST	209	0	0	0	0
T	FOREST	210	0	0	0	0
T	FOREST	211	0	0	0	0
T	FOREST	212	0	0	0	0
T	FOREST	213	0	0	0	0
T	FOREST	214	0	0	0	0
T	FOREST	215	0	0	0	0
T	FOREST	216	0	0	0	0
T	FOREST	217	0	0	0	0
T	FOREST	218	0	0	0	0
T	FOREST	219	0	0	0	0
T	FOREST	220	0	0	0	0
T	FOREST	221	0	0	0	0
T	FOREST	222	0	0	0	0
T	FOREST	223	0	0	0	0
T	FOREST	224	0	0	0	0
T	FOREST	225	0	0	0	0
T	FOREST	226	0	0	0	0
T	FOREST	227	0	0	0	0
T	FOREST	228	0	0	0	0
T	FOREST	229	0	0	0	0
T	FOREST	230	0	0	0	0
T	FOREST	231	0	0	0	0
T	FOREST	232	0	0	0	0
T	FOREST	233	0	0	0	0
T	FOREST	234	0	0	0	0
T	FOREST	235	0	0	0	0
T	FOREST	236	0	0	0	0
T	FOREST	237	0	0	0	0
T	FOREST	238	0	0	0	0
T	FOREST	239	0	0	0	0
T	FOREST	240	0	0	0	0
T	FOREST	241	0	0	0	0
T	FOREST	242	0	0	0	0
T	FOREST	243	0	0	0	0
T	FOREST	244	0	0	0	0
T	FOREST	245	0	0	0	0
T	FOREST	246	0	0	0	0
T	FOREST	247	0	0	0	0
T	FOREST	248	0	0	0	0
T	FOREST	249	0	0	0	0
T	FOREST	250	0	0	0	0
T	FOREST	251	0	0	0	0
T	FOREST	252	0	0	0	0
T	FOREST	253	0	0	0	0
T	FOREST	254	0	0	0	0
T	FOREST	255	0	0	0	0
T	FOREST	256	300	67	3	2
T	FOREST	257	301	67	3	2
T	FOREST	258	0	0	0	0
T	FOREST	259	0	0	0	0
T	FOREST	260	0	0	0	0
