# What the game calls each sound, and where the installation keeps it.
#
# kind	name	spec	annoyed	when
#   file  <name>  <asset path>
#   group <name>  <directory>          every numbered file in it, in order
#   pair  <name>  <normal>  <annoyed>  two existing names, kept apart
#
# The paths are directories and files in the player's own installation;
# a group's contents are counted there rather than listed here. 'when' is
# empty for a binding every release shares, 'expansion' for one that needs
# Beyond the Dark Portal's recordings, and 'base' for what a release
# without them uses instead. 'tileset:<name>' is applied later, when a map has
# been loaded and the tileset is known: the critter is a sheep in summer, a
# seal in winter, a pig in wasteland and a warthog in swamp, and it is the only
# thing in the game whose sound depends on the ground it stands on.
#
#   alias <name>  <existing name>     the files that name already holds, and
#                                     its selection pair if it has one
file	click	ui/click.wav		
file	basic human voices ready	human/basic_voices/ready.wav		
file	basic human voices help 1	human/basic_voices/help/1.wav		
file	basic human voices help 2	human/basic_voices/help/2.wav		
file	basic human voices dead	human/basic_voices/dead.wav		
file	basic orc voices ready	orc/basic_voices/ready.wav		
file	basic orc voices help 1	orc/basic_voices/help/1.wav		
file	basic orc voices help 2	orc/basic_voices/help/2.wav		
file	basic orc voices dead	orc/basic_voices/dead.wav		
file	building construction	misc/building_construction.wav		
file	ship sinking	ships/sinking.wav		
file	catapult-ballista movement	units/catapult-ballista/acknowledgement/1.wav		
file	placement error	ui/placement_error.wav		
file	placement success	ui/placement_success.wav		
file	blacksmith	buildings/blacksmith.wav		
file	church-selected	human/buildings/church.wav		
file	altar-of-storms-selected	orc/buildings/altar_of_storms.wav		
file	stables-selected	human/buildings/stables.wav		
file	ogre-mound-selected	orc/buildings/ogre_mound.wav		
file	farm-selected	human/buildings/farm.wav		
file	pig-farm-selected	orc/buildings/pig_farm.wav		
file	gold-mine-selected	neutral/buildings/gold_mine.wav		
file	shipyard	buildings/shipyard.wav		
file	oil platform	buildings/oil_platform.wav		
file	oil refinery	buildings/oil_refinery.wav		
file	lumbermill	buildings/lumbermill.wav		
file	transport docking	misc/transport_docking.wav		
file	burning	misc/burning.wav		
file	gryphon-aviary-selected	human/buildings/gryphon_aviary.wav		
file	dragon-roost-selected	orc/buildings/dragon_roost.wav		
file	foundry	buildings/foundry.wav		
file	gnomish-inventor-selected	human/buildings/gnomish_inventor.wav		
file	goblin-alchemist-selected	orc/buildings/goblin_alchemist.wav		
file	mage-tower-selected	human/buildings/mage_tower.wav		
file	temple-of-the-damned-selected	orc/buildings/temple_of_the_damned.wav		
file	capture (human)	human/capture.wav		
file	capture (orc)	orc/capture.wav		
file	rescue (human)	human/rescue.wav		
file	rescue (orc)	orc/rescue.wav		
file	bloodlust	spells/bloodlust.wav		
file	death and decay	spells/death_and_decay.wav		
file	death coil	spells/death_coil.wav		
file	exorcism	spells/exorcism.wav		
file	flame shield	spells/flame_shield.wav		
file	haste	spells/haste.wav		
file	healing	spells/healing.wav		
file	holy vision	spells/holy_vision.wav		
file	blizzard	spells/blizzard.wav		
file	invisibility	spells/invisibility.wav		
file	eye of vision	spells/eye_of_kilrogg.wav		
file	polymorph	spells/polymorph.wav		
file	slow	spells/slow.wav		
file	unholy armor	spells/unholy_armor.wav		
file	whirlwind	spells/whirlwind.wav		
file	peon-ready	orc/peon/ready.wav		
file	death-knight-ready	orc/units/death_knight/ready.wav		
file	dwarves-ready	human/units/dwarven_demolition_squad/ready.wav		
file	elven archer-ranger ready	human/units/elven_archer-ranger/ready.wav		
file	gnomish-flying-machine-ready	human/units/gnomish_flying_machine/ready.wav		
file	gryphon-rider-ready	human/units/gryphon_rider/ready.wav		
file	goblin-sappers-ready	orc/units/goblin_sappers/ready.wav		
file	goblin-zeppelin-ready	orc/units/goblin_zeppelin/ready.wav		
file	knight-ready	human/units/knight/ready.wav		
file	paladin-ready	human/units/paladin/ready.wav		
file	ogre-ready	orc/units/ogre/ready.wav		
file	ogre-mage-ready	orc/units/ogre-mage/ready.wav		
file	ships human ready	human/ships/ready.wav		
file	ships orc ready	orc/ships/ready.wav		
file	troll axethrower-berserker ready	orc/units/troll_axethrower-berserker/ready.wav		
file	mage-ready	human/units/mage/ready.wav		
file	peasant-ready	human/units/peasant/ready.wav		
file	dragon-ready	orc/units/dragon/ready.wav		
file	dragon-selected	orc/units/dragon/selected/1.wav		
file	gryphon-rider-selected	human/units/gryphon_rider/selected/1.wav		
file	sheep selected	neutral/units/sheep/selected/1.wav		
file	seal selected	neutral/units/seal/selected/1.wav		
file	pig selected	neutral/units/pig/selected/1.wav		
file	warthog selected	neutral/units/pig/selected/1.wav		base
file	warthog selected	neutral/units/warthog/selected/1.wav		expansion
file	sheep annoyed	neutral/units/sheep/annoyed/1.wav		
file	seal annoyed	neutral/units/seal/annoyed/1.wav		
file	pig annoyed	neutral/units/pig/annoyed/1.wav		
file	warthog annoyed	neutral/units/pig/annoyed/1.wav		base
file	warthog annoyed	neutral/units/warthog/annoyed/1.wav		expansion
file	catapult-ballista attack	missiles/catapult-ballista_attack.wav		
file	punch	missiles/punch.wav		
file	fireball hit	missiles/fireball_hit.wav		
file	fireball throw	missiles/fireball_throw.wav		
file	bow throw	missiles/bow_throw.wav		
file	bow hit	missiles/bow_hit.wav		
file	axe throw	missiles/axe_throw.wav		
file	fist	missiles/fist.wav		
file	peasant attack	human/units/peasant/attack.wav		
file	lightning	spells/lightning.wav		
file	touch of darkness	spells/touch_of_darkness.wav		
group	basic human voices acknowledge	human/basic_voices/acknowledgement		
group	basic orc voices acknowledge	orc/basic_voices/acknowledgement		
group	peasant-acknowledge	human/units/peasant/acknowledgement		
group	knight-acknowledge	human/units/knight/acknowledgement		
group	ogre-acknowledge	orc/units/ogre/acknowledgement		
group	elven archer-ranger acknowledge	human/units/elven_archer-ranger/acknowledgement		
group	troll axethrower-berserker acknowledge	orc/units/troll_axethrower-berserker/acknowledgement		
group	mage-acknowledge	human/units/mage/acknowledgement		
group	death-knight-acknowledge	orc/units/death_knight/acknowledgement		
group	paladin-acknowledge	human/units/paladin/acknowledgement		
group	ogre-mage-acknowledge	orc/units/ogre-mage/acknowledgement		
group	dwarves-acknowledge	human/units/dwarven_demolition_squad/acknowledgement		
group	goblin-sappers-acknowledge	orc/units/goblin_sappers/acknowledgement		
file	tanker acknowledge	ships/tanker/acknowledgement/1.wav		
group	ships human acknowledge	human/ships/acknowledgement		
group	ships orc acknowledge	orc/ships/acknowledgement		
file	gnomish-flying-machine-acknowledge	human/units/gnomish_flying_machine/acknowledgement/1.wav		
file	goblin-zeppelin-acknowledge	orc/units/goblin_zeppelin/acknowledgement/1.wav		
file	gryphon-rider-acknowledge	human/units/gryphon_rider/acknowledgement/2.wav		
group	dragon-acknowledge	orc/units/dragon/acknowledgement		
group	alleria-acknowledge	human/units/elven_archer-ranger/acknowledgement		base
group	alleria-acknowledge	human/units/alleria/acknowledgement		expansion
group	teron-gorefiend-acknowledge	orc/units/death_knight/acknowledgement		base
group	teron-gorefiend-acknowledge	orc/units/teron_gorefiend/acknowledgement		expansion
file	kurdan-and-sky-ree-acknowledge	human/units/gryphon_rider/acknowledgement/2.wav		base
group	kurdan-and-sky-ree-acknowledge	human/units/kurdan/acknowledgement		expansion
group	dentarg-acknowledge	orc/units/ogre/acknowledgement		base
